id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
2555,0,on spatially partitioned temporal join,"h lu , b ooi , k tan",vldb,1994,partition based spatial-merge join,"dj dewitt , jm patel","proceedings of the 1996 acmsigmod conference , montreal , & hellip ; ,",
2557,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,a global garbage collector for federated database management systems,"m frã © dã © ric , t jean-marc , b pierre",,
2560,0,complex queries over web repositories,"s raghavan , h garcia-molina",vldb,2003,optimizing queries over multimedia repositories,i kaist,,
2562,0,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"y tao , d papadias , j sun",vldb,2003,the r * - tree : an efficient androbust access method for pointsandrectangles,"n beckmann , hp kriegel , r schneider , b seeger",acm-sigmod,
2563,0,a framework for information visualisation,"j kennedy , k mitchell , p barclay",sigmod record,1996,information visualization,n gershon,,
2564,0,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,efiienr processing of spatial joins using r-trees,"t brink & ff , hp kriegel , b seeger","proc . acm sigmod int . conf . on management of data , & hellip ; ,",
2565,0,guest editorial,,,2002,guest editorial,"jr gruser , l raschid , v zadorozhny","the vldb journal ,",2000.0
2566,0,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,"poosalav. , ramaswamy s. join synopses for approximate query answering","s acharya , pb gibbons",proc . 1999 acm sigmod international conference on management,
2568,1,the mlpq/gis constraint database system,"p revesz , r chen , p kanjamala , y li , y liu , y wang",sigmod conference,2000,the mlpq/gis constraint database,"pz revesz , r chen , p kanjamala , y li , y liu , y","proceedings of sigmod 2000 ,",
2570,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,implementation of schema evolution in object-oriented databases,"j banerjee , wk semantics","proceedings of the 1987 acm sigmod intenational conference & hellip ; ,",
2572,0,nsf workshop on industrial/academic cooperation in database systems,,,1999,nsf workshop on visual information management systems,r jain,"acm sigmod record ,",1993.0
2573,0,a graphical query language for mobile information systems,y chang,sigmod record,2003,virgis : mediation for geographical information systems,"o boucelma , m essid , z lacroix , j vinel , jy","data engineering , 2004 . proceedings . 20th international",
2574,1,index configuration in object-oriented databases,e bertino,vldb j.,1994,index configuration in object-oriented databases,e bertino,"the vldb journal the international journal on very large & hellip ; ,",1994.0
2577,1,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",vldb,1994,"hilbert r-tree : an improved r-tree using fractals , in `` proceedings 20th international conference on","i kamel , c faloutsos",,
2579,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,a model for schema evolution in object-oriented database systems,s monk,,
2581,0,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,the hcc-tree : an efficient index structure for object oriented databases,b sreenath,"vldb ,",1994.0
2582,0,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,analysis and design of web-based information systems,"k takahashi , e liang","www6 / computer networks ,",1997.0
2584,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,indalog : a declarative deductive database language,"jm almendros-jimenez , a becerra-teron",,
2586,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,the ccube constraint object-oriented database,"a brodsky , ve segal , j chen , pa exarkhopoulo",proc . acm sigmod conf . on management of,
2588,0,journal relevance,r snodgrass,sigmod record,2003,visual relevance analysis,"n pediotakis , m hascoã `` t-zizi","proceedings of the first acm international conference on & hellip ; ,",1996.0
2589,0,dynamic load balancing in hierarchical parallel database systems,"l bouganim , d florescu , p valduriez",vldb,1996,load balancing and data locality in hierarchical n-body methods,"jp sir , c halt , t tots & t , a gupta , jl hennessy","technical report csl-tr-92-505 , stanford university , february",
2590,0,closest pair queries in spatial databases,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",sigmod conference,2000,representing uncertainty in spatial databases,"e tã ¸ ssebro , m nygã ¥ rd","submitted for publication ,",
2592,0,spatial operators,"e clementini , p felice",sigmod record,2000,relational database operators,"r fagin , n forms","proc . acm sigmod conf . management of data ,",
2593,0,grid data management systems & services,,,2003,multimedia database management systems,g lu,,1999.0
2594,0,optimizing queries with universal quantification in object-oriented and object-relational databases,"j clauпen , a kemper , g moerkotte , k peithner",vldb,1997,semantics and implications of schema evolution in object-oriented databases .,"j banerjee , w kim , h kim , h korth","proceedings of acm sigmod , san francisco ,",
2595,0,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,temporal aggregation in active databases,"i motakis , c zaniolo","int . conf . on the management of data ,",
2597,1,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,"algorithms for mining distance-based outliers in large datasets , the vldb conference","en knott , rt ng","new york , usa , september",
2600,1,querying heterogeneous information sources using source descriptions,"a levy , a rajaraman , j ordille",vldb,1996,querying heterogeneous information sources using source descriptions,"y alon , ar levy , jo joann","the proc . of the int . conf . on very large data bases ( vldb ) , & hellip ; ,",
2601,0,dynamic load balancing in hierarchical parallel database systems,"l bouganim , d florescu , p valduriez",vldb,1996,signature caching in parallel object database systems,k norvag,"information and software technology ,",2002.0
2602,0,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,processing and optimization of multiway spatial joins using r-trees,"d papadias , n mamoulis , y theodoridis","proc acm sigact sigmod sigart symp princ database syst ,",1999.0
2603,0,hd-eye : visual clustering of high dimensional data,"a hinneburg , d keim , m wawryniuk",sigmod conference,2002,automatic subspace clustering of high dimensional data for data mining applications,"r agarwal , j gehrke , d gunopolos , p raghavan","proc . of sigmod ,",
2606,0,editor 's notes,l liu,sigmod record,2003,editor 's notes,r goldstein,"the american statistician ,",1996.0
2610,0,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,an evaluation of vertical classpartitioning for query processingin object-oriented databases,k karlapalem,,
2614,0,the mariposa distributed database management system,j sidell,sigmod record,1996,the o 2 object-oriented database system,f bancilhon,proceedings of the 1992 acm sigmod-international conference,
2616,1,a study on data point search for hg-trees,"j kuan , p lewis",sigmod record,1999,a study on data point search for hg-trees,"j kuan , p lewis","sigmod record ,",1999.0
2617,0,query decomposition and view maintenance for query languages for unstructured data,d suciu,vldb,1996,a query languageand optimization techniquesfor unstructured data,"p buneman , s davidson , g hillebrand , d suciu","proceedings of acm-sigmod international conference on & hellip ; ,",
2618,0,converting relational to object-oriented databases,j fong,sigmod record,1997,querying object-oriented databases,m kifer,,
2619,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,algorithms for mining distance-based outliers in large datasets,"em knorr , rt ng","vldb ,",1998.0
2620,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
2621,0,databases and visualization,d keim,sigmod conference,1996,dataspace : 3-d visualization of large databases,"v anupam , s dar , t leibfried , e petajan","proc . int &#39; l symp . information visualization ,",
2622,0,a database model for object dynamics,"m papazoglou , b krфmer",vldb j.,1997,a data model and data structures for moving objects databases,"e nardelli , m schneider , l forlizzi , rh gã 1/4 ting","acm sigmod ,",
2623,0,an introduction to spatial database systems,r gќting,vldb j.,1994,data allocation in distributed database systems,pmg apers,acm transactions on database,1988.0
2626,0,the software information base : a server for reuse,"p constantopoulos , m jarke , j mylopoulos , y vassiliou",vldb j.,1995,repositories for software reuse : the software information base,"p constantopoulos , m doerr , y vassiliou",,
2627,0,supervised wrapper generation with lixto,"r baumgartner , s flesca , g gottlob",vldb,2001,example-based wrapper generation,"n shrestha , r busse , g huck , g darmstadt",,
2629,0,database management systems and the internet,s malaika,vldb,1996,numerical database management system : a model,ooa daini,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
2630,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,query evaluation and optimization in deductive and object-oriented spatial databases,"w lu , j han","information and software technology ,",1995.0
